,Tag,Codes,simSeconds,hostSeconds
127,plus_79,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 500
#define COLS 500

int main() {
    int matrix1[ROWS][COLS], matrix2[ROWS][COLS], result[ROWS][COLS];
    int i, j;

    // Seed the random number generator
    srand(time(NULL));

    // Fill matrix1 and matrix2 with random values
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            matrix1[i][j] = rand() % 100;
            matrix2[i][j] = rand() % 100;
        }
    }

    // Compare entries of matrix1 and matrix2 and construct result matrix
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            if (matrix1[i][j] > matrix2[i][j]) {
                result[i][j] = matrix1[i][j];
            } else {
                result[i][j] = matrix2[i][j];
            }
        }
    }

    // Print matrix1, matrix2, and result matrix
    printf(""Matrix 1:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", matrix1[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nMatrix 2:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", matrix2[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nResult Matrix:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", result[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.959723,841.01
128,plus_80,"#include <stdio.h>

#define ROWS 500
#define COLS 500

int main() {
    int matrix1[ROWS][COLS], matrix2[ROWS][COLS], sum[ROWS][COLS], diff[ROWS][COLS];
    int i, j, min;

    // Fill matrix1 and matrix2 with values
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            matrix1[i][j] = i + j;
            matrix2[i][j] = i - j;
        }
    }

    // Add matrix1 and matrix2 and store the result in sum
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            sum[i][j] = matrix1[i][j] + matrix2[i][j];
        }
    }

    // Subtract matrix2 from matrix1 and store the result in diff
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            diff[i][j] = matrix1[i][j] - matrix2[i][j];
        }
    }

    // Find the minimum element of sum and diff
    min = sum[0][0];
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            if (sum[i][j] < min) {
                min = sum[i][j];
            }
            if (diff[i][j] < min) {
                min = diff[i][j];
            }
        }
    }

    // Print the results
    printf(""Matrix 1:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", matrix1[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nMatrix 2:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", matrix2[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nSum Matrix:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", sum[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nDifference Matrix:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", diff[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nThe minimum element of the resulted matrices is %d\n"", min);

    return 0;
}
",1.176792,1070.25
129,plus_81,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS 500
#define COLS 500

int main() {
    int matrix[ROWS][COLS], result_matrix[ROWS][COLS], final_matrix[ROWS][COLS];
    int i, j;

    // Fill matrix with random values
    srand(time(NULL)); // Seed the random number generator
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            matrix[i][j] = rand() % 20; // Generate a random number between 0 and 19
        }
    }

    // Replace elements lower than 1 with 0 and elements greater than 10 with 10
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            if (matrix[i][j] < 1) {
                result_matrix[i][j] = 0;
            } else if (matrix[i][j] > 10) {
                result_matrix[i][j] = 10;
            } else {
                result_matrix[i][j] = matrix[i][j];
            }
        }
    }

    // Add matrix with the result_matrix and store the result in final_matrix
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            final_matrix[i][j] = matrix[i][j] + result_matrix[i][j];
        }
    }

    // Subtract the result_matrix from final_matrix and store the result in final_matrix
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            final_matrix[i][j] = final_matrix[i][j] - result_matrix[i][j];
        }
    }

    // Print the original matrix, the result matrix and the final matrix
    printf(""Original Matrix:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nResult Matrix:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", result_matrix[i][j]);
        }
        printf(""\n"");
    }

    printf(""\nFinal Matrix:\n"");
    for (i = 0; i < ROWS; i++) {
        for (j = 0; j < COLS; j++) {
            printf(""%d "", final_matrix[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.943752,860.8
130,LSXY_ldsd00,"#include <stdio.h>

int main() {
  int x = 42;
  int* p = &x;
  
  printf(""The value of x is %d\n"", x);
  printf(""The value of p is %p\n"", p);
  
  // load the value stored at the memory location pointed to by p
  int y = *p;
  
  printf(""The value of y is %d\n"", y);
  
  // store a new value at the memory location pointed to by p
  *p = 99;
  
  printf(""The value of x is now %d\n"", x);
  
  return 0;
}",0.000528,0.34
131,LSXY_ldsd01,"#include <stdio.h>

int main() {
    int x = 42;
    int y;

    // load value at address of x into register eax
    __asm__(""movl %1, %%eax;""
            ""movl %%eax, %0;""
            : ""=r""(y)
            : ""m""(x));

    printf(""Value of y: %d\n"", y);

    return 0;
}",0.000521,0.33
132,LSXY_ldsd02,"#include <stdio.h>

int main() {
  int x = 420;
  int y = 0;
  int z = 100;
  
  int* p1 = &x;
  int* p2 = &y;
  int* p3 = &z;
  
  printf(""Initial values: x = %d, y = %d, z = %d\n"", x, y, z);
  
  // load and store operations
  *p1 = *p3;
  *p3 = *p2;
  *p2 = x;
  
  printf(""Final values: x = %d, y = %d, z = %d\n"", x, y, z);
  
  return 0;
}",0.000527,0.36
133,LSXY_ldsd03,"#include <stdio.h>

int main() {
  int a = 10;
  int b = 20;
  int c = 30;
  int* p1 = &a;
  int* p2 = &b;
  int* p3 = &c;

  printf(""Initial values: a = %d, b = %d, c = %d\n"", a, b, c);

  // load and store operations
  *p1 = *p2 + 5;
  *p2 = *p3 - 10;
  *p3 = *p1 + *p2;

  printf(""Final values: a = %d, b = %d, c = %d\n"", a, b, c);

  return 0;
}",0.000527,0.34
134,LSXY_ldsd04,"#include <stdio.h>

#define ROWS 3
#define COLS 3

void matrix_multiply(int a[][COLS], int b[][COLS], int c[][COLS]) {
  int i, j, k;
  int sum;

  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      sum = 0;
      for (k = 0; k < ROWS; k++) {
        sum += a[i][k] * b[k][j];
      }
      c[i][j] = sum;
    }
  }
}

int main() {
  int a[ROWS][COLS] = {{1, 2, 3}, {4, 5, 6}, {7, 8, 9}};
  int b[ROWS][COLS] = {{10, 11, 12}, {13, 14, 15}, {16, 17, 18}};
  int c[ROWS][COLS];
  
  int* pa = &a[0][0];
  int* pb = &b[0][0];
  int* pc = &c[0][0];

  printf(""Matrix A:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", a[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", b[i][j]);
    }
    printf(""\n"");
  }

  matrix_multiply(a, b, c);

  printf(""Matrix C = A * B:\n"");
  for (int i = 0; i < ROWS; i++) {
    for (int j = 0; j < COLS; j++) {
      printf(""%d "", c[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.000563,0.38
135,LSXY_ldsd05,"#include <stdio.h>

int main() {
  int matrix1[3][3] = { {1, 2, 3}, {4, 5, 6}, {7, 8, 9} };
  int matrix2[3][3] = { {9, 8, 7}, {6, 5, 4}, {3, 2, 1} };
  int result[3][3] = { {0, 0, 0}, {0, 0, 0}, {0, 0, 0} };
  
  int* p1 = &matrix1[0][0];
  int* p2 = &matrix2[0][0];
  int* pr = &result[0][0];

  printf(""Matrix 1:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", matrix1[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix 2:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", matrix2[i][j]);
    }
    printf(""\n"");
  }

  // matrix multiplication
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      for (int k = 0; k < 3; k++) {
        *(pr + i*3 + j) += *(p1 + i*3 + k) * *(p2 + k*3 + j);
      }
    }
  }

  printf(""Result Matrix:\n"");
  for (int i = 0; i < 3; i++) {
    for (int j = 0; j < 3; j++) {
      printf(""%d "", result[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.000564,0.37
136,LSXY_ldsd06,"#include <stdio.h>

int main() {
  int A[3][2] = {{1, 2}, {3, 4}, {5, 6}};
  int B[2][4] = {{7, 8, 9, 10}, {11, 12, 13, 14}};
  int C[4][3] = {{0, 0, 0}, {0, 0, 0}, {0, 0, 0}, {0, 0, 0}};
  int D[3][4] = {{0, 0, 0, 0}, {0, 0, 0, 0}, {0, 0, 0, 0}};

  int i, j, k;
  for (i = 0; i < 3; i++) {
    for (j = 0; j < 4; j++) {
      for (k = 0; k < 2; k++) {
        D[i][j] += A[i][k] * B[k][j];
      }
    }
  }

  for (i = 0; i < 4; i++) {
    for (j = 0; j < 3; j++) {
      C[i][j] = D[j][i];
    }
  }

  printf(""Matrix A:\n"");
  for (i = 0; i < 3; i++) {
    for (j = 0; j < 2; j++) {
      printf(""%d "", A[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < 2; i++) {
    for (j = 0; j < 4; j++) {
      printf(""%d "", B[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < 4; i++) {
    for (j = 0; j < 3; j++) {
      printf(""%d "", C[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.000562,0.36
137,LSXY_ldsd07,"#include <stdio.h>

int main() {
  int A[8][6] = {
    {1, 2, 3, 4, 5, 6},
    {7, 8, 9, 10, 11, 12},
    {13, 14, 15, 16, 17, 18},
    {19, 20, 21, 22, 23, 24},
    {25, 26, 27, 28, 29, 30},
    {31, 32, 33, 34, 35, 36},
    {37, 38, 39, 40, 41, 42},
    {43, 44, 45, 46, 47, 48}
  };

  int B[6][10] = {
    {49, 50, 51, 52, 53, 54, 55, 56, 57, 58},
    {59, 60, 61, 62, 63, 64, 65, 66, 67, 68},
    {69, 70, 71, 72, 73, 74, 75, 76, 77, 78},
    {79, 80, 81, 82, 83, 84, 85, 86, 87, 88},
    {89, 90, 91, 92, 93, 94, 95, 96, 97, 98},
    {99, 100, 101, 102, 103, 104, 105, 106, 107, 108}
  };

  int C[10][8] = {0};
  int D[8][10] = {0};

  int i, j, k;
  for (i = 0; i < 8; i++) {
    for (j = 0; j < 10; j++) {
      for (k = 0; k < 6; k++) {
        D[i][j] += A[i][k] * B[k][j];
      }
    }
  }

  for (i = 0; i < 10; i++) {
    for (j = 0; j < 8; j++) {
      C[i][j] = D[j][i];
    }
  }

  printf(""Matrix A:\n"");
  for (i = 0; i < 8; i++) {
    for (j = 0; j < 6; j++) {
      printf(""%d "", A[i][j]);
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < 6; i++) {
    for (j = 0; j < 10; j++) {
      printf(""%d "", B[i][j]);
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < 10; i++) {
    for (j = 0; j < 8; j++) {
      printf(""%d "", C[i][j]);
    }
    printf(""\n"");
  }

  return 0;
}",0.00079,0.54
138,LSXY_ldsd08,"#include <stdio.h>

#define ROWS 4
#define COLS 3
#define DEPTH 5

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}",0.001138,0.79
139,LSXY_ldsd09,"#include <stdio.h>

#define ROWS 10
#define COLS 5
#define DEPTH 6

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}",0.015002,11.19
140,LSXY_ldsd10,"#include <stdio.h>

#define ROWS 5
#define COLS 10
#define DEPTH 8

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B);

int main() {
  int A[ROWS][COLS][DEPTH] = {0};
  int B[COLS][DEPTH][ROWS] = {0};
  int C[ROWS][DEPTH][ROWS] = {0};

  int i, j, k;
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        A[i][j][k] = i + j + k;
        B[j][k][i] = i + j + k;
      }
    }
  }

  matrix_multiply(&A[0][0][0], &B[0][0][0], &C[0][0][0], ROWS, COLS, DEPTH, ROWS);

  printf(""Matrix A:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < COLS; j++) {
      for (k = 0; k < DEPTH; k++) {
        printf(""%d "", A[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Matrix B:\n"");
  for (i = 0; i < COLS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", B[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  printf(""Resulting matrix C:\n"");
  for (i = 0; i < ROWS; i++) {
    for (j = 0; j < DEPTH; j++) {
      for (k = 0; k < ROWS; k++) {
        printf(""%d "", C[i][j][k]);
      }
      printf(""\n"");
    }
    printf(""\n"");
  }

  return 0;
}

void matrix_multiply(int *A, int *B, int *C, int rows_A, int cols_A, int depth, int cols_B) {
  int i, j, k, m, n, p;
  for (i = 0; i < rows_A; i++) {
    for (j = 0; j < depth; j++) {
      for (k = 0; k < rows_A; k++) {
        int sum = 0;
        for (m = 0; m < cols_A; m++) {
          for (n = 0; n < depth; n++) {
            for (p = 0; p < cols_B; p++) {
              sum += *(A + i*cols_A*depth + m*depth + n) * *(B + m*depth*cols_B + n*cols_B + p);
            }
          }
        }
        *(C + i*depth*rows_A + j*rows_A + k) = sum;
      }
    }
  }
}",0.007609,5.67
